customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,account.Charges.Total,Cuentas_Diarias
7253-UVNDW,1,Female,0,0,0,46,1,0,DSL,0,0,1,1,0,0,Two year,0,Credit card (automatic),54.35,2460.15,1.786653517
7254-IQWOZ,1,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.65,69.65,2.289612097
7255-SSFBC,0,Male,0,1,1,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),112.25,8041.65,3.690006575
7266-GSSJX,0,Male,0,1,1,11,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,20.45,250.8,0.672255095
7267-FRMJW,0,Female,0,1,1,25,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.1,486.05,0.660749507
7268-IGMFD,0,Male,1,0,0,18,1,1,Fiber optic,0,0,1,1,1,0,Month-to-month,0,Bank transfer (automatic),93.9,1743.9,3.08678501
7268-WNTCP,0,Male,0,1,1,62,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.45,1297.35,0.672255095
7269-JISCY,0,Female,0,0,0,55,1,0,DSL,0,0,0,0,0,0,One year,0,Bank transfer (automatic),45.05,2462.6,1.480933596
7270-BDIOA,1,Female,0,0,0,22,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,90,1993.8,2.958579882
7271-AJDTL,0,Female,0,1,0,55,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Credit card (automatic),94.45,5073.1,3.10486522
7272-QDCKA,0,Male,0,0,0,28,1,1,Fiber optic,0,1,0,0,1,1,One year,0,Electronic check,100.2,2688.45,3.293885602
7273-TEFQD,1,Male,1,0,0,3,0,0,DSL,0,0,1,0,0,1,Month-to-month,1,Electronic check,41.15,132.2,1.352728468
7274-CGTOD,0,Male,0,0,0,62,0,0,DSL,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),43.7,2618.3,1.436554898
7274-RTAPZ,1,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.55,90.55,2.976660092
7277-KAMWT,0,Male,0,0,0,13,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20,268.45,0.657462196
7277-OZCGZ,0,Female,0,0,0,22,1,0,Fiber optic,1,0,0,1,0,1,Month-to-month,1,Electronic check,89.05,1886.25,2.927350427
7278-CKDNC,0,Male,1,0,0,24,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,80.5,2088.45,2.646285339
7279-BUYWN,1,Female,1,0,0,41,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Electronic check,113.2,4689.5,3.721236029
7279-NMVJC,0,Female,0,0,0,17,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.9,323.15,0.654174885
7284-BUYEC,0,Female,0,0,0,5,0,0,DSL,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),50.95,229.4,1.674884944
7284-ZZLOH,0,Male,0,1,0,45,1,0,DSL,1,0,1,0,0,0,Two year,0,Credit card (automatic),53.3,2296.25,1.752136752
7285-KLOTR,0,Female,0,1,0,12,1,1,DSL,1,0,1,0,1,1,One year,0,Electronic check,78.85,876.75,2.592044707
7291-CDTMJ,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),19.65,19.65,0.645956607
7293-LSCDV,0,Female,0,1,1,60,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.25,1103.25,0.632807364
7294-TMAOP,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,90.55,90.55,2.976660092
7295-JOMMD,1,Female,0,0,1,4,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),98.1,396.3,3.224852071
7296-PIXQY,0,Female,0,1,1,14,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.2,1046.5,2.307692308
7297-DVYGA,0,Female,0,0,0,51,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),19.85,996.95,0.652531229
7298-IZWLY,0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.4,19.4,0.63773833
7299-GNVPL,0,Female,0,1,1,23,1,0,Fiber optic,1,1,0,1,0,0,Month-to-month,0,Mailed check,84.4,1936.85,2.774490467
7301-ABVAD,0,Female,0,0,0,72,1,1,DSL,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),86.6,6350.5,2.846811308
7302-ZHMHP,0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.15,19.15,0.629520053
7305-ZWMAJ,0,Male,0,1,0,30,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),20.7,587.1,0.680473373
7306-YDSOI,0,Male,0,1,1,69,1,0,DSL,1,1,1,0,0,0,Two year,1,Bank transfer (automatic),59.75,4069.9,1.96416831
7310-EGVHZ,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.2,20.2,0.664036818
7311-MQJCH,0,Female,0,0,0,5,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,19.55,99.6,0.642669297
7312-XSBAT,0,Male,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,49.75,49.75,1.635437212
7314-OXENN,1,Male,0,0,0,2,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,82,184.65,2.695595003
7315-WYOAW,0,Male,0,0,0,13,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,0,Electronic check,100.75,1313.25,3.311965812
7317-GGVPB,1,Male,0,1,0,71,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),108.6,7690.9,3.570019724
7318-EIVKO,0,Male,0,0,0,8,1,1,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,59.25,436.6,1.947731755
7319-VENRZ,0,Male,0,0,0,7,1,0,DSL,0,0,1,1,1,0,Month-to-month,0,Bank transfer (automatic),64.3,445.95,2.11374096
7319-ZNRTR,0,Male,0,1,1,25,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,19.6,411.15,0.644312952
7321-KKSDU,0,Male,0,0,1,32,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.5,696.8,0.673898751
7321-PKUYW,1,Female,0,0,0,11,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,0,Electronic check,90.15,987.95,2.963510848
7321-VGNKU,0,Female,0,1,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.35,120.25,2.312623274
7321-ZNSLA,0,Male,0,1,1,13,0,0,DSL,1,1,0,1,0,0,Two year,0,Mailed check,40.55,590.35,1.333004602
7322-OCWHC,0,Male,1,1,0,72,1,1,Fiber optic,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),93.05,6735.05,3.058842867
7325-ENZFI,0,Female,0,0,0,39,0,0,DSL,1,1,0,1,0,0,One year,1,Bank transfer (automatic),40.3,1630.4,1.324786325
7326-RIGQZ,0,Male,0,1,1,6,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.8,377.85,2.294543064
7328-OWMOM,0,Female,0,0,1,31,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),20.1,589.25,0.660749507
7328-ZJAJO,0,Female,0,1,1,59,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.5,1222.65,0.641025641
7330-WZLNC,1,Female,0,0,0,5,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,90.8,455.5,2.984878369
7336-RLLRH,0,Male,0,1,0,27,1,1,DSL,1,0,0,1,1,1,One year,0,Mailed check,80.85,2204.35,2.657790927
7337-CINUD,0,Female,0,1,1,8,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.5,159.35,0.641025641
7338-ERIVA,0,Male,0,0,1,39,0,0,DSL,1,0,0,1,1,0,One year,0,Bank transfer (automatic),45.05,1790.6,1.480933596
7339-POGZN,0,Female,0,0,0,4,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,50.7,214.55,1.666666667
7340-KEFQE,0,Female,0,1,1,51,0,0,DSL,1,0,0,1,0,0,Two year,0,Bank transfer (automatic),34.2,1782,1.124260355
7341-LXCAF,1,Male,0,1,0,4,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.65,301.4,2.453977646
7343-EOBEU,0,Male,0,1,0,3,1,1,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,23.6,89.05,0.775805391
7346-MEDWM,0,Female,0,0,0,59,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,83.25,4949.1,2.736686391
7349-ALMUX,0,Male,0,0,0,37,1,0,DSL,1,1,1,1,0,0,Two year,0,Bank transfer (automatic),65.6,2313.8,2.156476003
7351-KYHQH,0,Female,1,0,0,7,1,0,DSL,0,1,1,0,1,0,Month-to-month,1,Electronic check,64.95,493.65,2.135108481
7351-MHQVU,0,Female,0,0,0,6,0,0,DSL,1,1,0,1,0,1,Month-to-month,0,Credit card (automatic),50.95,307.6,1.674884944
7353-YOWFP,0,Female,0,0,0,7,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.25,129.15,0.665680473
7354-OIJLX,0,Male,0,0,0,9,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.85,724.65,2.493425378
7356-AYNJP,0,Female,0,0,0,4,1,1,No,0,0,0,0,0,0,One year,0,Electronic check,23.9,97.5,0.785667324
7356-IWLFW,0,Male,0,1,1,46,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),80,3769.7,2.629848784
7359-PTSXY,1,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.75,45.75,1.503944773
7359-SSBJK,1,Female,1,0,0,64,1,0,DSL,1,1,0,1,1,0,Two year,1,Credit card (automatic),70.2,4481,2.307692308
7359-WWYJV,0,Male,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),114.45,8375.05,3.762327416
7361-YPXFS,0,Female,1,0,0,28,1,1,DSL,0,1,1,1,0,0,Month-to-month,0,Bank transfer (automatic),64.45,1867.6,2.118671926
7363-QTBIW,0,Female,0,1,0,9,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.75,769.1,2.621630506
7365-BVCJH,0,Male,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.4,24.4,0.802103879
7369-TRPFD,0,Male,0,0,0,19,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,18.8,279.2,0.618014464
7375-WMVMT,0,Male,1,1,0,71,1,0,Fiber optic,0,1,1,1,0,1,Two year,1,Credit card (automatic),95.5,6707.15,3.139381986
7377-DMMRI,1,Male,0,0,0,2,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,47.8,92.45,1.571334648
7379-FNIUJ,0,Male,0,0,0,2,1,0,Fiber optic,1,1,0,0,1,1,Month-to-month,0,Electronic check,100.2,198.5,3.293885602
7379-POKDZ,1,Male,0,1,0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.3,208.85,2.310979619
7382-DFJTU,0,Male,0,0,0,18,1,0,DSL,0,0,1,1,0,0,Month-to-month,0,Credit card (automatic),55.2,1058.1,1.814595661
7384-GHBPI,1,Male,0,1,0,3,0,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,35.15,99.75,1.155489809
7389-KBFIT,0,Female,0,1,1,2,0,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,30.25,63.75,0.994411571
7392-YYPYJ,0,Male,0,0,0,22,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.65,2415.95,3.308678501
7394-FKDNK,1,Female,0,1,0,9,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,89.45,853.1,2.940499671
7394-LWLYN,0,Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.15,123.8,2.306048652
7395-IGJOS,1,Male,1,1,0,17,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),81.5,1329.2,2.679158448
7395-XWZOY,0,Male,0,0,0,20,0,0,DSL,1,1,1,1,1,0,Month-to-month,1,Credit card (automatic),55,1165.55,1.808021039
7396-VJUZB,0,Male,0,1,1,4,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.25,155.35,1.487508218
7398-HPYZQ,0,Male,0,1,0,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),90.55,6404,2.976660092
7398-LXGYX,0,Male,0,1,0,44,1,1,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Credit card (automatic),84.8,3626.35,2.787639711
7398-SKNQZ,0,Female,0,1,0,3,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,94.9,273.2,3.11965812
7399-QHBJS,0,Female,0,1,1,72,1,1,DSL,1,1,0,1,0,0,Two year,0,Credit card (automatic),66.75,4760.3,2.194280079
7401-JIXNM,0,Female,0,1,1,54,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),91.3,4965,3.001314924
7401-RUBNK,0,Female,0,1,0,18,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,74.8,1438.05,2.458908613
7402-EYFXX,0,Male,1,0,0,26,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.6,2404.1,3.076923077
7402-PWYJJ,0,Female,0,1,0,53,1,1,Fiber optic,0,0,0,1,0,1,One year,1,Electronic check,91.15,4862.5,2.996383958
7404-JLKQG,0,Female,0,0,0,3,1,0,DSL,0,0,1,0,1,0,Month-to-month,0,Electronic check,57.55,161.45,1.891847469
7407-SUJIZ,0,Male,0,0,0,25,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.6,541.5,0.677186062
7408-OFWXJ,0,Female,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),89.8,6510.45,2.95200526
7409-JURKQ,0,Female,0,1,0,53,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),111.8,5809.75,3.675213675
7409-KIUTL,1,Female,1,0,1,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,71,71,2.333990796
7410-KTVFV,1,Male,0,1,0,18,1,0,DSL,0,0,1,0,0,0,Month-to-month,1,Mailed check,49.55,878.35,1.62886259
7410-OIEDU,0,Male,0,0,0,10,1,0,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Mailed check,79.85,887.35,2.624917817
7410-YTJIK,1,Female,0,0,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,75.45,480.75,2.480276134
7416-CKTEP,0,Female,0,1,0,57,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),19.6,1134.25,0.644312952
7421-ZLUPA,0,Female,0,0,0,8,0,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,29.25,226.95,0.961538462
7422-WNBTY,0,Male,0,1,0,33,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,93.35,3092,3.068704799
7426-GSWPO,0,Male,1,0,0,64,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),103.5,6548.65,3.402366864
7426-RHZGU,0,Male,0,0,0,9,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Bank transfer (automatic),95.9,827.45,3.152531229
7426-WEIJX,0,Male,1,1,1,60,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,80.95,4859.1,2.661078238
7427-AUFPY,0,Male,0,0,0,54,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.65,1008.7,0.645956607
7432-FFVAR,0,Female,0,1,1,46,1,0,Fiber optic,0,0,1,1,0,1,One year,0,Bank transfer (automatic),90.95,4236.6,2.989809336
7434-SHXLS,1,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.9,20.9,0.687047995
7435-ZNUYY,0,Male,0,0,0,6,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.6,116.6,0.677186062
7439-DKZTW,0,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.55,80.55,2.647928994
7442-YGZFK,0,Male,0,0,0,1,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),49.8,49.8,1.637080868
7445-WMRBW,0,Female,0,0,0,48,1,1,DSL,0,1,1,1,1,0,One year,1,Bank transfer (automatic),73.85,3581.4,2.427679158
7446-KQISO,0,Male,0,1,1,45,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),109.75,4900.65,3.6078238
7446-SFAOA,0,Female,0,1,0,37,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),19.85,717.5,0.652531229
7446-YPODE,0,Male,1,0,0,11,1,1,DSL,1,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),60.25,662.95,1.980604865
7449-HVPIV,0,Male,0,1,1,55,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Credit card (automatic),90.4,5099.15,2.971729126
7450-NWRTR,1,Male,1,0,0,12,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.45,1200.15,3.269230769
7452-FOLON,0,Male,0,0,1,39,1,1,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),25.45,958.45,0.836620644
7459-IMVYU,0,Male,0,0,0,38,1,1,DSL,1,1,1,1,0,0,Month-to-month,0,Electronic check,69.95,2657.55,2.29947403
7459-RRWQZ,1,Female,0,0,0,15,1,1,DSL,1,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),64.65,994.55,2.125246548
7460-ITWWP,0,Female,1,1,0,45,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,86.1,3861.45,2.830374753
7463-IFMQU,0,Female,0,1,0,72,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.05,1423.65,0.659105851
7465-ZZRVX,0,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.35,70.35,2.312623274
7469-LKBCI,0,Male,0,0,0,16,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),18.95,326.8,0.622945431
7470-DYNOE,0,Male,0,0,0,53,1,0,DSL,0,0,1,0,0,1,One year,1,Electronic check,61.1,3357.9,2.008547009
7470-MCQTK,1,Female,0,1,0,13,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),48.75,633.4,1.602564103
7471-MQPOS,0,Male,1,1,1,71,1,1,DSL,0,1,1,1,0,1,One year,1,Bank transfer (automatic),72.9,5139.65,2.396449704
7471-WNSUF,0,Male,0,1,0,60,1,1,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),24.15,1505.9,0.793885602
7472-EQOAV,0,Male,1,1,1,71,1,0,Fiber optic,1,1,1,0,0,0,One year,1,Bank transfer (automatic),86.7,6179.35,2.850098619
7473-ZBDSN,0,Female,0,1,1,14,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,18.8,255.55,0.618014464
7479-NITWS,1,Male,0,0,0,7,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Credit card (automatic),89.35,631.85,2.93721236
7480-QNVZJ,1,Male,1,0,0,50,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.7,4816.7,3.145956607
7480-SPLEF,0,Male,0,1,1,69,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),26,1796.55,0.854700855
7481-ATQQS,1,Female,1,0,0,49,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),90.85,4515.85,2.986522025
7483-IQWIB,0,Male,0,1,1,37,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,92.95,3415.25,3.055555556
7486-KSRVI,1,Male,0,0,0,43,1,1,Fiber optic,0,0,0,1,1,1,One year,1,Electronic check,100,4211.55,3.28731098
7488-MXJIV,1,Female,0,0,0,4,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.65,321.65,2.815581854
7492-TAFJD,0,Male,0,1,1,7,0,0,DSL,1,1,1,0,0,0,Two year,0,Mailed check,38.55,280,1.267258383
7493-GVFIO,0,Male,0,0,0,57,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.55,1252.85,0.675542406
7493-TPUWZ,1,Male,0,0,0,1,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,79.15,79.15,2.60190664
7495-OOKFY,1,Female,1,1,0,8,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),80.65,633.3,2.651216305
7501-IWUNG,0,Female,0,1,1,61,1,0,DSL,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),73.8,4616.05,2.426035503
7501-VTYLJ,0,Female,0,0,1,2,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Mailed check,51.55,106.2,1.69460881
7502-BNYGS,0,Female,0,1,0,46,1,0,DSL,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),69.1,3168,2.271531887
7503-EPSZW,0,Female,0,1,1,64,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,24.05,1559.15,0.790598291
7503-MIOGA,0,Female,1,1,0,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),89.85,6697.35,2.953648915
7503-QQRVF,1,Male,1,1,0,16,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),74.3,1178.25,2.442472058
7503-ZGUZJ,1,Male,0,0,0,1,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Mailed check,84.65,84.65,2.782708744
7504-UWHNB,0,Male,0,0,0,25,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,69.75,1729.35,2.292899408
7508-DQAKK,0,Female,0,0,0,64,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),86.4,5442.05,2.840236686
7508-KBIMB,0,Male,0,1,1,24,1,0,DSL,1,0,1,0,0,0,One year,1,Credit card (automatic),56.25,1454.25,1.849112426
7508-MYBOG,1,Male,0,1,0,14,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,86.1,1235.55,2.830374753
7508-SMHXL,0,Female,1,0,0,15,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,0,Credit card (automatic),89,1288.3,2.925706772
7511-YMXVQ,1,Male,0,0,0,9,0,0,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,45.4,418.8,1.492439185
7515-LODFU,0,Male,1,0,0,69,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.3,1356.3,0.667324129
7516-GMHUV,0,Male,1,1,0,50,1,1,Fiber optic,1,0,1,0,1,1,Two year,1,Credit card (automatic),105.05,5163.3,3.453320184
7517-LDMPS,0,Female,0,0,0,12,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,84.6,1017.35,2.781065089
7517-SAWMO,1,Female,0,1,0,19,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,73.2,1441.1,2.406311637
7519-JTWQH,0,Female,0,0,0,69,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),110.5,7455.45,3.632478632
7520-HQWJU,0,Female,0,1,1,66,1,1,DSL,1,1,1,0,0,0,Month-to-month,1,Bank transfer (automatic),67.45,4508.65,2.217291256
7521-AFHAB,0,Female,0,1,1,5,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.8,220.45,1.472715319
7521-YXVZY,0,Male,0,0,1,3,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.95,58.3,0.65581854
7524-VRLPL,0,Male,1,0,0,69,1,1,DSL,1,0,1,1,0,1,Two year,0,Credit card (automatic),74.1,5031,2.435897436
7526-BEZQB,1,Male,0,0,0,12,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.05,1148.1,3.157462196
7526-IVLYU,0,Male,0,0,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.65,68.35,0.645956607
7527-QNRUS,0,Male,0,1,1,17,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,25.15,412.6,0.826758711
7529-ZDFXI,0,Male,1,1,0,57,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,89.85,4925.35,2.953648915
7530-HDYDS,1,Female,0,0,0,38,1,0,Fiber optic,0,1,1,1,0,0,Month-to-month,1,Credit card (automatic),84.25,3264.5,2.7695595
7531-GQHME,0,Male,0,0,0,12,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.05,265.45,0.659105851
7534-BFESC,1,Male,1,0,0,24,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.1,1712.7,2.501643655
7537-CBQUZ,0,Male,1,0,0,63,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),109.4,7031.45,3.596318212
7537-RBWEA,0,Female,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,25.15,25.15,0.826758711
7538-GWHML,1,Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,69.65,145.15,2.289612097
7541-YLXCL,1,Male,0,0,0,36,1,0,DSL,0,1,0,1,0,1,One year,1,Mailed check,65.4,2498.4,2.149901381
7542-CYDDM,0,Male,0,0,0,18,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,358.5,0.659105851
7544-ZVIKX,0,Male,0,1,1,58,1,1,Fiber optic,0,0,1,1,1,1,One year,1,Bank transfer (automatic),105.05,6004.85,3.453320184
7547-EKNFS,1,Male,0,1,0,42,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Bank transfer (automatic),95.25,3959.35,3.131163708
7548-SEPYI,1,Female,0,0,0,5,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,96.25,512.45,3.164036818
7549-MYGPK,1,Female,0,1,1,63,1,1,Fiber optic,1,1,1,0,1,0,Month-to-month,1,Electronic check,100.55,6215.35,3.30539119
7550-WIQVA,0,Male,0,1,1,50,1,1,Fiber optic,1,1,1,0,1,1,One year,1,Electronic check,108.25,5431.4,3.558514135
7551-DACSP,1,Male,0,1,1,6,1,0,DSL,0,1,1,0,0,0,Month-to-month,1,Mailed check,55.3,324.25,1.817882972
7551-JOHTI,1,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.5,19.5,0.641025641
7552-KEYGT,0,Male,0,1,0,27,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.55,520.55,0.642669297
7554-AKDQF,0,Female,0,1,0,6,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.65,323.45,1.500657462
